Rank,DisplayName,Vehicle,Time,TimePenalty,DifferenceToFirst,Platform,
1,FearLesscze,ŠKODA Fabia RS Rally2,00:05:44.7340000,00:00:00,00:00:00,STEAM,
2,3skimas,ŠKODA Fabia RS Rally2,00:05:47.6960000,00:00:00,00:00:02.9620000,STEAM,
3,Pablitas555,ŠKODA Fabia Rally2 Evo,00:05:49.9360000,00:00:00,00:00:05.2020000,PSN,
4,DonKac11,ŠKODA Fabia RS Rally2,00:05:50.7530000,00:00:00,00:00:06.0190000,PSN,
5,PALiX00,ŠKODA Fabia RS Rally2,00:05:51.2640000,00:00:00,00:00:06.5300000,STEAM,
6,The_Bad_X11,ŠKODA Fabia RS Rally2,00:05:53.9870000,00:00:00,00:00:09.2530000,XBOX,
7,Balint2105,Hyundai i20 N Rally2,00:05:54.5400000,00:00:00,00:00:09.8060000,XBOX,
8,BartasLT,ŠKODA Fabia RS Rally2,00:05:56.3140000,00:00:00,00:00:11.5800000,XBOX,
9,ItalasLT,Ford Fiesta Rally2,00:05:58.6800000,00:00:00,00:00:13.9460000,STEAM,
10,Liekorius,ŠKODA Fabia RS Rally2,00:05:58.7380000,00:00:00,00:00:14.0040000,STEAM,
11,-Aleliumbas-,ŠKODA Fabia RS Rally2,00:06:00.3920000,00:00:00,00:00:15.6580000,STEAM,
12,NiviDzimka,ŠKODA Fabia RS Rally2,00:06:03.4220000,00:00:00,00:00:18.6880000,EA,
13,Justokas,Volkswagen Polo GTI R5,00:06:03.6550000,00:00:00,00:00:18.9210000,STEAM,
14,TerryMakichut,ŠKODA Fabia RS Rally2,00:06:04.1060000,00:00:00,00:00:19.3720000,STEAM,
15,RallyFanatikai,ŠKODA Fabia RS Rally2,00:06:06.2820000,00:00:00,00:00:21.5480000,STEAM,
16,Wycka2007,ŠKODA Fabia RS Rally2,00:06:15.8090000,00:00:00,00:00:31.0750000,PSN,
17,vadishius,ŠKODA Fabia RS Rally2,00:06:30.1480000,00:00:10,00:00:45.4140000,STEAM,
18,gruduvinis,ŠKODA Fabia RS Rally2,00:06:37.0370000,00:00:00,00:00:52.3030000,STEAM,
19,citradex,ŠKODA Fabia RS Rally2,00:06:38.0760000,00:00:00,00:00:53.3420000,STEAM,
20,ltukj72,ŠKODA Fabia RS Rally2,00:16:00,00:16:00,00:10:15.2660000,STEAM,
