Rank,DisplayName,Vehicle,Time,TimePenalty,DifferenceToFirst,Platform,
1,AlfaaLTU,ŠKODA Fabia RS Rally2,00:05:04.7470000,00:00:00,00:00:00,PSN,
2,DonKac11,ŠKODA Fabia RS Rally2,00:05:05.0380000,00:00:00,00:00:00.2910000,PSN,
3,Pablitas555,ŠKODA Fabia RS Rally2,00:05:07.7510000,00:00:00,00:00:03.0040000,PSN,
4,RallyFanatikai,ŠKODA Fabia RS Rally2,00:05:17.4380000,00:00:00,00:00:12.6910000,STEAM,
5,NiviDzimka,ŠKODA Fabia Rally2 Evo,00:05:17.9960000,00:00:00,00:00:13.2490000,EA,
6,ltukj72,ŠKODA Fabia RS Rally2,00:05:19.0290000,00:00:00,00:00:14.2820000,STEAM,
7,Liekorius,ŠKODA Fabia RS Rally2,00:05:20.4310000,00:00:00,00:00:15.6840000,STEAM,
8,VoidRob0t,Hyundai i20 N Rally2,00:05:20.6510000,00:00:00,00:00:15.9040000,STEAM,
9,vadishius,Ford Fiesta Rally2,00:05:26.3010000,00:00:00,00:00:21.5540000,STEAM,
10,Wycka2007,ŠKODA Fabia RS Rally2,00:05:27.1570000,00:00:00,00:00:22.4100000,PSN,
11,MartynasLy,ŠKODA Fabia RS Rally2,00:05:29.8880000,00:00:00,00:00:25.1410000,XBOX,
12,justux132,Ford Fiesta Rally2,00:05:34.2600000,00:00:00,00:00:29.5130000,STEAM,
13,TerryMakichut,ŠKODA Fabia RS Rally2,00:05:34.8370000,00:00:00,00:00:30.0900000,STEAM,
14,BartasLT,ŠKODA Fabia RS Rally2,00:05:35.0610000,00:00:05,00:00:30.3140000,XBOX,
15,laapiuks,ŠKODA Fabia RS Rally2,00:05:35.9600000,00:00:00,00:00:31.2130000,EA,
16,PALiX00,WRC2 Builder Vehicle,00:05:40.2280000,00:00:00,00:00:35.4810000,STEAM,
17,The_Bad_X11,ŠKODA Fabia RS Rally2,00:05:43.1000000,00:00:00,00:00:38.3530000,XBOX,
18,JojoHopkins07,Hyundai i20 N Rally2,00:05:52.4170000,00:00:00,00:00:47.6700000,PSN,
19,-Aleliumbas-,Ford Fiesta Rally2,00:05:54.7490000,00:00:16,00:00:50.0020000,STEAM,
20,Ged256,Ford Fiesta Rally2,00:06:00.1940000,00:00:00,00:00:55.4470000,STEAM,
21,Rytisklim,ŠKODA Fabia Rally2 Evo,00:06:07.8340000,00:00:00,00:01:03.0870000,STEAM,
22,Justokas,Volkswagen Polo GTI R5,00:06:10.6960000,00:00:05,00:01:05.9490000,STEAM,
23,3skimas,ŠKODA Fabia RS Rally2,00:06:18.4210000,00:00:30,00:01:13.6740000,STEAM,
24,gruduvinis,ŠKODA Fabia RS Rally2,00:06:43.4330000,00:00:00,00:01:38.6860000,STEAM,
25,citradex,Hyundai i20 N Rally2,00:06:48.0140000,00:00:05,00:01:43.2670000,STEAM,
26,ADAs011,ŠKODA Fabia RS Rally2,00:06:59.2710000,00:00:34,00:01:54.5240000,PSN,
27,ItalasLT,Volkswagen Polo GTI R5,00:07:49.6130000,00:01:30,00:02:44.8660000,STEAM,
28,14157o,ŠKODA Fabia RS Rally2,00:16:00,00:16:00,00:10:55.2530000,XBOX,
