Rank,DisplayName,Vehicle,Time,TimePenalty,DifferenceToFirst,Platform,
1,Rebl11,Toyota GR Yaris Rally2,00:04:53.3660000,00:00:00,00:00:00,STEAM,
2,DonKac11,Toyota GR Yaris Rally2,00:05:01.7350000,00:00:00,00:00:08.3690000,PSN,
3,LtuDK,WRC2 Builder Vehicle,00:05:04.6500000,00:00:00,00:00:11.2840000,STEAM,
4,AlfaaLTU,Hyundai i20 N Rally2,00:05:07.0910000,00:00:00,00:00:13.7250000,PSN,
5,Pablitas555,Toyota GR Yaris Rally2,00:05:07.8950000,00:00:00,00:00:14.5290000,PSN,
6,BartasLT,ŠKODA Fabia RS Rally2,00:05:13.7530000,00:00:00,00:00:20.3870000,XBOX,
7,Liekorius,Toyota GR Yaris Rally2,00:05:16.8270000,00:00:00,00:00:23.4610000,STEAM,
8,NiviDzimka,Toyota GR Yaris Rally2,00:05:21.8400000,00:00:00,00:00:28.4740000,EA,
9,z3pis,ŠKODA Fabia Rally2 Evo,00:05:23.2620000,00:00:00,00:00:29.8960000,STEAM,
10,ItalasLT,Ford Fiesta Rally2,00:05:25.6870000,00:00:06,00:00:32.3210000,STEAM,
11,TerryMakichut,ŠKODA Fabia RS Rally2,00:05:28.8290000,00:00:00,00:00:35.4630000,STEAM,
12,-Aleliumbas-,Hyundai i20 N Rally2,00:05:32.7870000,00:00:00,00:00:39.4210000,STEAM,
13,Justokas,Volkswagen Polo GTI R5,00:05:33.6350000,00:00:00,00:00:40.2690000,STEAM,
14,PALiX00,ŠKODA Fabia RS Rally2,00:05:34.0100000,00:00:05,00:00:40.6440000,STEAM,
15,GOBOO23,ŠKODA Fabia RS Rally2,00:05:36.5170000,00:00:00,00:00:43.1510000,STEAM,
16,MartynasLy,Toyota GR Yaris Rally2,00:05:38.9830000,00:00:05,00:00:45.6170000,XBOX,
17,Ged256,Ford Fiesta Rally2,00:05:46.3570000,00:00:00,00:00:52.9910000,STEAM,
18,Rytisklim,Ford Fiesta Rally2,00:06:14.4110000,00:00:11,00:01:21.0450000,STEAM,
19,Wycka2007,Toyota GR Yaris Rally2,00:06:21.2480000,00:00:17,00:01:27.8820000,PSN,
20,RallyFanatikai,Toyota GR Yaris Rally2,00:06:21.5670000,00:00:41,00:01:28.2010000,STEAM,
21,gruduvinis,Hyundai i20 N Rally2,00:06:38.3050000,00:00:00,00:01:44.9390000,STEAM,
