Rank,DisplayName,Vehicle,Time,TimePenalty,DifferenceToFirst,Platform,
1,Rebl11,Toyota GR Yaris Rally2,00:08:12.9530000,00:00:09,00:00:00,STEAM,
2,-Aleliumbas-,Hyundai i20 N Rally2,00:08:43.1080000,00:00:00,00:00:30.1550000,STEAM,
3,ItalasLT,Volkswagen Polo GTI R5,00:08:45.5080000,00:00:00,00:00:32.5550000,STEAM,
4,vadishius,Toyota GR Yaris Rally2,00:09:03.6810000,00:00:00,00:00:50.7280000,STEAM,
5,BartasLT,ŠKODA Fabia RS Rally2,00:09:20.3290000,00:00:16,00:01:07.3760000,XBOX,
6,Eddie_Race,Toyota GR Yaris Rally2,00:09:23.9190000,00:00:35,00:01:10.9660000,STEAM,
7,DonKac11,Toyota GR Yaris Rally2,00:09:28.0690000,00:00:30,00:01:15.1160000,PSN,
8,RallyFanatikai,Toyota GR Yaris Rally2,00:11:51.0280000,00:02:23,00:03:38.0750000,STEAM,
9,laapiuks,ŠKODA Fabia RS Rally2,00:12:35.4020000,00:02:34,00:04:22.4490000,EA,
10,Justokas,Volkswagen Polo GTI R5,00:25:00,00:25:00,00:16:47.0470000,STEAM,
11,Ged256,Ford Fiesta Rally2,00:25:00,00:25:00,00:16:47.0470000,STEAM,
12,Liekorius,Toyota GR Yaris Rally2,00:25:00,00:25:00,00:16:47.0470000,STEAM,
13,1a3043f34a1c9bdd,Ford Fiesta Rally2,00:25:00,00:25:00,00:16:47.0470000,STEAM,
14,PALiX00,ŠKODA Fabia RS Rally2,00:25:00,00:25:00,00:16:47.0470000,STEAM,
15,citradex,ŠKODA Fabia RS Rally2,00:25:00,00:25:00,00:16:47.0470000,STEAM,
16,Pablitas555,ŠKODA Fabia RS Rally2,00:25:00,00:25:00,00:16:47.0470000,PSN,
17,TerryMakichut,ŠKODA Fabia RS Rally2,00:25:00,00:25:00,00:16:47.0470000,STEAM,
18,Wycka2007,Toyota GR Yaris Rally2,00:25:00,00:25:00,00:16:47.0470000,PSN,
19,gruduvinis,ŠKODA Fabia RS Rally2,00:25:00,00:25:00,00:16:47.0470000,STEAM,
20,LtuDK,WRC2 Builder Vehicle,00:25:00,00:25:00,00:16:47.0470000,STEAM,
